Ibge,ano,Asma,Diabetes,DPOC,Hipertensão arterial,Obesidade,Tabagismo,Usuário de álcool,Saúde mental,D.Transmissíveis - Hanseníase,D.Transmissíveis - Tuberculose,Rast. câncer de mama,Rast. câncer do colo do útero
420730,2022,24,364,30,773,207,65,23,1156,1,2,84,133
420740,2015,37,119,26,585,19,37,11,776,0,0,12,17
420740,2016,73,244,64,1300,24,212,17,1646,1,0,15,20
420740,2017,53,151,19,945,55,146,8,1769,0,0,11,6
420740,2018,53,259,26,860,19,75,5,1588,1,0,5,1
420740,2019,29,198,28,276,19,85,7,535,0,1,2,145
420740,2020,7,83,10,109,14,20,4,312,0,0,1,242
420740,2021,20,546,17,980,283,82,36,1027,0,0,0,374
420740,2022,4,158,17,553,38,22,4,212,0,0,2,45
420750,2014,4,40,4,0,0,0,0,0,0,0,0,0
420750,2015,1,34,2,0,0,0,0,1,0,0,0,0
420750,2016,577,2758,364,9085,988,768,122,9910,3,23,41,306
420750,2017,660,2964,480,8967,1463,532,150,10394,8,22,135,330
420750,2018,607,3045,523,10992,1703,481,152,9942,4,12,146,223
420750,2019,697,2108,270,6932,603,710,102,5280,4,17,136,443
420750,2020,284,2023,156,4174,391,81,119,4124,5,29,119,878
420750,2021,260,2793,171,5820,679,125,59,4946,14,48,298,1764
420750,2022,38,601,53,1537,109,89,22,853,5,10,53,279
420757,2015,0,7,0,7,4,0,1,0,0,0,0,1
420757,2016,1,1,1,3,0,0,0,1,0,0,0,0
420757,2017,4,46,9,140,17,7,3,37,0,0,5,0
420757,2018,15,147,4,361,21,5,5,81,0,0,1,2
420757,2019,18,170,3,286,119,1,2,238,0,0,0,1
420757,2020,19,131,9,288,39,1,0,238,0,0,0,0
420757,2021,21,385,48,1622,110,4,6,307,0,0,0,0
420757,2022,2,48,3,111,5,0,1,31,0,0,0,0
420760,2015,8,302,14,503,27,10,2,851,0,0,9,25
420760,2016,52,943,99,2168,62,207,41,4207,0,0,395,434
420760,2017,13,601,38,1036,47,52,22,1378,0,11,157,422
420760,2018,4,584,19,902,123,20,7,846,0,0,640,770
420760,2019,0,537,18,729,125,10,2,689,0,0,200,255
420760,2020,8,223,22,233,42,2,16,710,0,2,44,34
420760,2021,26,741,28,739,42,14,23,1094,0,2,2,0
420760,2022,3,45,5,87,9,4,4,253,0,0,1,0
420765,2016,200,488,158,3853,481,19,28,4083,12,11,233,699
420765,2017,117,460,59,2305,434,11,38,1888,0,5,6,29
420765,2018,100,339,63,1075,405,11,29,1313,0,13,2,31
420765,2019,87,456,59,1332,428,10,28,1474,0,32,2,2
420765,2020,48,432,68,1395,355,10,54,1633,0,1,3,2
420765,2021,86,660,46,1536,340,24,37,2394,2,0,4,0
420765,2022,1,80,11,145,69,0,3,180,1,0,0,0
420768,2016,19,264,15,984,43,8,26,1623,0,1,70,2
420768,2017,0,1,1,3,11,1,1,173,0,0,0,0
420768,2018,20,125,19,432,97,1,1,716,0,0,31,34
420768,2019,54,388,44,946,245,11,14,1714,2,88,41,66
420768,2020,23,243,26,493,105,9,14,606,0,13,20,273
420768,2021,55,1086,109,4369,430,68,31,1465,1,0,364,836
420768,2022,29,260,10,623,43,12,4,277,0,0,1,18
420770,2016,63,541,211,2442,767,127,33,2041,0,18,309,983
420770,2017,171,296,101,990,482,24,12,1849,1,4,582,1050
420770,2018,57,162,37,630,314,23,11,1534,1,15,206,326
420770,2019,10,198,19,389,116,18,7,966,0,27,69,28
420770,2020,21,204,26,259,93,10,6,605,0,1,52,31
420770,2021,72,476,57,1021,380,60,50,1800,1,18,379,689
420770,2022,7,79,15,188,28,6,4,168,1,0,33,22
420775,2015,0,1,0,1,0,0,0,209,0,0,0,73
420775,2016,38,44,51,253,7,3,17,470,0,4,70,10
420775,2017,61,153,60,239,23,23,17,899,0,1,9,1
420775,2018,50,129,42,170,31,29,28,1373,0,0,21,26
420775,2019,78,193,45,377,52,44,29,989,7,1,2,55
420775,2020,52,342,39,824,74,51,19,986,1,0,5,14
420775,2021,43,792,51,2488,358,58,33,1185,0,0,4,12
420775,2022,1,186,9,262,32,11,2,78,0,0,0,4
420780,2015,22,142,68,563,147,107,43,624,0,1,184,251
420780,2016,95,518,321,1594,344,290,168,2758,0,2,384,495
420780,2017,213,714,277,2102,551,310,180,2759,5,27,546,703
420780,2018,87,807,214,2446,561,540,187,3410,0,4,411,509
420780,2019,188,1068,246,3469,692,371,134,3870,0,20,677,801
420780,2020,136,742,123,1941,459,237,102,4322,0,1,419,447
420780,2021,74,330,59,645,184,85,78,2651,0,0,374,513
420780,2022,10,48,13,58,14,7,12,282,0,0,36,34
420785,2015,0,1,0,2,1,2,0,0,0,0,3,2
420785,2016,18,50,12,117,38,6,3,230,0,0,87,71
420785,2017,5,25,5,84,73,4,1,322,0,0,13,154
420785,2018,20,76,16,213,39,2,3,547,1,1,1,15
420785,2019,34,164,38,382,78,15,12,550,0,1,0,9
420785,2020,17,93,42,235,37,14,13,500,0,0,0,1
420785,2021,11,320,17,918,67,4,8,390,0,1,5,0
420785,2022,1,12,0,47,5,0,0,58,0,0,0,0
420790,2016,2,207,1,1292,0,0,4,389,2,0,0,0
420790,2017,32,252,46,775,30,6,8,501,1,0,6,174
420790,2018,48,310,98,1557,93,22,3,791,0,1,79,1013
420790,2019,70,260,183,2421,129,35,40,1293,0,0,84,1000
420790,2020,105,551,223,2115,150,27,92,2311,1,0,44,581
420790,2021,98,892,117,1821,317,51,162,3208,3,8,66,437
420790,2022,26,278,14,811,81,13,35,368,1,14,8,299
420800,2016,586,285,30,2133,92,240,32,2161,0,5,186,375
420800,2017,962,470,128,2490,312,265,173,2201,0,5,1116,1503
420800,2018,279,324,44,2125,316,103,34,1228,5,3,511,539
420800,2019,208,289,85,1066,206,15,50,1337,1,13,97,81
420800,2020,55,299,37,688,115,22,42,901,0,7,17,5
420800,2021,39,579,77,1581,200,81,98,1416,0,1,33,32
420800,2022,9,100,14,184,22,11,15,221,0,0,4,7
420810,2014,2,13,5,43,3,4,1,174,0,0,0,7
420810,2015,165,818,267,2901,668,112,69,3573,1,2,323,522
420810,2016,434,2183,495,7028,2675,227,168,9438,3,0,972,1738
420810,2017,274,1179,234,3007,733,106,71,4589,7,1,42,55
420810,2018,296,1215,243,3999,701,76,67,4584,11,12,58,56
420810,2019,247,1115,231,3276,419,28,66,3631,11,5,81,28
420810,2020,222,1434,227,4132,442,12,75,4056,19,4,1,3
420810,2021,169,1275,157,3884,307,14,50,3431,9,0,2,1
420810,2022,14,177,19,281,23,2,4,129,0,0,0,0
420820,2015,573,5876,780,15315,3059,1110,287,7518,13,111,2938,4772
420820,2016,897,10029,1016,23698,5085,1543,459,14620,6,249,6357,9050
420820,2017,1357,11745,1095,24926,5801,1955,589,20013,14,301,7734,10481
420820,2018,1381,13597,1296,29569,8333,2713,827,25670,7,319,8279,10820
420820,2019,1000,10496,904,22732,5810,1951,775,22928,20,300,6716,9689
420820,2020,855,8681,749,17766,4454,1330,895,23225,16,234,3852,4770
420820,2021,987,11573,933,22510,7280,2028,871,25416,8,192,7977,9856
420820,2022,160,2280,221,4011,1170,330,117,5123,0,34,1080,1311
420830,2013,46,220,13,666,51,14,6,480,0,0,0,1
420830,2014,160,865,48,2937,339,66,22,1884,2,0,11,37
420830,2015,91,474,14,1568,137,55,7,843,1,4,9,13
420830,2016,204,1341,108,3738,292,156,32,2380,15,35,14,16
420830,2017,349,2116,133,5165,502,92,91,4130,16,69,17,10
420830,2018,356,2144,139,4101,587,143,89,4714,17,108,20,9
420830,2019,452,2439,147,3406,721,204,87,3670,16,129,45,96
420830,2020,271,2063,110,3173,650,156,60,3113,20,191,79,16
420830,2021,458,3515,167,6534,949,184,143,3891,13,107,132,39
420830,2022,71,518,18,897,164,27,13,552,3,25,9,3
420840,2015,0,0,0,2,0,4,1,0,0,0,4,0
420840,2016,61,169,43,675,30,91,124,1730,3,0,494,1665
420840,2017,96,274,42,1170,25,60,109,3424,2,1,561,1928
420840,2018,157,319,54,1307,82,107,113,4695,2,0,578,954
420840,2019,153,141,75,1062,21,12,91,3930,3,0,107,1
420840,2020,124,489,60,949,32,51,86,4002,7,0,80,262
420840,2021,220,1550,123,5152,57,23,126,4602,3,2,115,3
420840,2022,15,63,20,519,4,0,9,1000,0,0,37,0
420845,2015,2,400,15,809,10,20,8,230,2,16,0,0
420845,2016,13,1383,66,2600,216,27,17,1283,1,77,0,0
420845,2017,59,1162,56,2555,489,76,37,965,0,34,888,1775
420845,2018,52,873,56,2311,724,114,21,1017,0,45,680,1173
420845,2019,124,1701,45,3150,1082,136,38,2266,5,52,684,1283
420845,2020,235,3081,165,5815,1753,279,145,7042,20,124,551,763
420845,2021,147,4946,82,7726,1430,189,200,8447,0,103,1953,2787
420845,2022,25,409,18,661,131,9,48,1235,1,15,40,46
420850,2015,96,372,67,1562,433,70,24,1306,2,2,83,84
420850,2016,297,533,136,3394,239,78,27,3044,4,1,71,32
420850,2017,91,155,19,1136,28,7,8,1149,0,1,34,131
420850,2018,156,175,41,1650,35,31,22,1861,0,4,41,206
420850,2019,69,106,39,1022,29,17,13,1041,0,0,0,69
420850,2020,79,400,34,1179,26,22,25,2136,5,4,71,327
420850,2021,151,390,48,1314,113,25,38,3531,1,11,401,1120
420850,2022,17,59,14,175,14,4,3,455,0,0,5,71
420860,2015,40,97,36,267,9,7,19,628,0,0,50,54
420860,2016,131,139,48,399,9,3,21,1511,0,0,111,108
420860,2017,41,52,26,147,13,5,9,774,0,0,31,150
420860,2018,2,24,13,142,57,8,13,592,0,0,5,27
420860,2019,5,38,7,70,67,7,7,639,0,0,0,0
420860,2020,8,72,7,157,58,16,16,229,0,1,11,11
420860,2021,29,217,43,477,144,49,23,1848,2,8,11,11
420860,2022,0,27,0,17,3,2,0,198,0,1,0,0
420870,2016,17,7,0,60,2,0,0,71,0,0,0,0
420870,2017,36,292,7,335,197,17,8,374,0,0,4,2
420870,2018,43,302,13,370,138,54,20,650,0,0,3,0
420870,2019,109,444,27,435,88,132,38,1290,0,2,47,60
420870,2020,24,95,7,159,14,11,6,466,0,3,5,20
420870,2021,17,146,17,395,195,3,8,405,0,1,72,70
420870,2022,3,55,0,47,103,0,3,102,0,0,13,100
420880,2015,1,0,0,1,0,0,0,0,0,0,0,0
420880,2016,202,919,92,1995,232,252,58,2951,0,19,85,18
420880,2017,56,687,11,1398,29,56,23,2325,6,12,174,11
420880,2018,133,897,47,1617,64,198,43,2670,1,14,104,1409
420880,2019,95,903,24,3087,194,274,38,3485,0,16,109,1560
420880,2020,98,1412,23,4926,127,129,40,3476,0,14,51,917
420880,2021,112,4600,41,12683,677,51,23,4093,0,5,48,1219
420880,2022,13,1546,23,4244,163,3,8,460,1,1,1,96
420890,2015,204,2928,216,7127,747,1439,142,2703,6,13,8,51
420890,2016,559,7206,380,16821,2020,1825,250,6950,16,23,6,1713
420890,2017,510,3689,411,9168,2607,954,228,6209,10,33,1003,2601
420890,2018,492,4832,350,11128,3762,1580,258,8592,5,80,3353,5686
420890,2019,644,5697,479,11476,3477,1308,294,7615,11,32,3927,8563
420890,2020,623,4818,499,9623,2074,693,244,9396,4,68,2879,5168
420890,2021,580,6834,584,12250,3098,737,253,10435,5,33,3428,7448
420890,2022,57,748,62,1235,420,101,25,1598,1,7,106,541
420895,2016,15,176,10,484,85,15,21,758,0,0,27,57
420895,2017,12,63,4,72,53,3,4,1076,0,0,0,11
420895,2018,9,96,52,124,15,17,18,608,0,0,2,0
420895,2019,6,163,32,145,12,23,26,533,0,0,0,0
420895,2020,8,127,5,198,10,34,5,433,1,0,0,0
420895,2021,13,195,21,616,25,8,13,520,0,0,0,0
420895,2022,0,34,0,186,2,0,4,60,0,0,0,0
420900,2015,13,104,6,215,10,2,4,87,0,0,5,4
420900,2016,184,1228,258,3193,151,99,41,1650,0,8,78,240
420900,2017,125,948,159,2028,112,56,44,1264,1,3,93,169
420900,2018,158,985,131,1940,149,70,46,3496,1,3,45,50
420900,2019,177,1008,160,1970,213,126,45,5016,6,8,107,72
420900,2020,137,989,154,1769,438,111,54,4517,3,15,63,95
420900,2021,191,1368,129,2195,637,109,49,2859,1,30,146,112
420900,2022,23,182,17,303,48,22,3,367,0,8,19,5
420910,2015,167,1530,104,3020,277,70,21,1948,1,9,55,82
420910,2016,2542,23577,1139,39641,4225,1843,845,27395,15,153,530,2181
420910,2017,3426,33952,1367,54976,8123,2403,651,46939,21,134,8929,19646
420910,2018,3645,44022,1280,64324,9858,3872,1077,65164,38,177,20291,39570
420910,2019,3644,50126,1339,70240,9902,3493,1352,81824,23,218,24479,46004
420910,2020,3284,44093,1206,56211,8167,1568,1283,75260,37,138,11466,25856
420910,2021,3741,62416,1684,86607,14848,2273,1820,90542,61,403,17152,38454
420910,2022,340,7336,247,10986,1806,213,249,11016,4,34,738,1501
420915,2013,25,1,0,2,9,2,8,7,0,0,0,0
420915,2014,0,39,4,87,5,1,0,335,0,0,0,3
420915,2015,15,95,10,467,3,5,2,820,0,0,0,0
420915,2016,32,180,2,639,13,8,8,1108,0,0,6,6
420915,2017,4,58,4,66,102,8,1,28,0,0,0,0
420915,2018,7,92,1,84,155,7,0,88,0,0,1,1
420915,2019,14,62,8,130,49,15,13,218,0,0,0,0
420915,2020,11,38,5,80,27,14,6,133,0,0,0,0
420915,2021,22,426,8,632,355,16,14,211,0,13,0,0
420915,2022,4,33,3,80,43,4,3,21,0,1,0,1
420917,2016,81,427,327,1268,312,69,77,1351,0,20,7,12
420917,2017,23,343,87,922,571,42,37,801,0,0,21,388
420917,2018,16,256,48,997,255,21,24,1340,0,2,13,319
420917,2019,36,289,68,683,133,17,38,505,1,0,31,219
420917,2020,40,370,79,639,164,46,21,1874,0,0,15,18
420917,2021,39,357,59,559,130,25,15,2159,0,27,17,310
420917,2022,3,46,9,70,18,2,2,302,0,0,4,2
420920,2016,0,9,2,19,1,1,2,14,0,0,1,0
420920,2017,0,10,4,23,1,2,5,27,0,0,1,0
420920,2018,6,22,3,23,4,10,11,133,0,0,0,0
420920,2019,1,32,1,38,2,3,9,265,0,0,0,0
420920,2020,3,41,17,71,52,6,28,348,3,0,0,0
420920,2021,5,50,5,106,157,22,42,600,0,0,0,0
420920,2022,0,4,4,15,18,1,0,79,0,0,0,0
420930,2014,1,1,1,1,1,0,0,0,0,0,1,1
420930,2015,569,5551,862,14821,1193,1135,262,9632,8,9,576,1389
420930,2016,1551,10203,1537,27232,2389,1665,762,20679,76,30,1442,2726
420930,2017,1489,10249,1934,25618,3151,2230,613,25006,43,39,2122,3516
420930,2018,1501,12305,2085,29278,4549,2688,691,32327,7,28,2335,3321
420930,2019,1272,8960,1540,22479,3336,1983,386,27080,4,24,2008,3629
420930,2020,785,4538,874,10645,1569,923,267,14279,5,46,712,1000
420930,2021,864,7028,1056,14368,2414,967,270,13846,8,46,1560,2413
420930,2022,104,769,125,1591,310,136,35,1612,0,4,158,316
420940,2015,0,41,0,57,0,14,0,25,0,0,0,0
420940,2016,333,2307,395,4854,342,354,86,2375,6,16,598,537
420940,2017,196,1090,67,2087,234,87,69,2146,6,4,107,263
420940,2018,318,1143,126,1899,897,86,56,2011,0,10,329,527
420940,2019,290,1505,197,2695,1036,232,126,3368,0,7,275,312
420940,2020,128,1008,72,1463,382,128,78,3592,2,10,166,172
420940,2021,173,1548,91,2772,504,92,80,2579,1,15,89,84
420940,2022,26,204,13,339,60,13,6,272,0,1,4,1
420945,2016,23,43,21,341,27,0,8,564,0,0,0,44
420945,2017,15,133,13,624,120,23,15,910,0,2,10,55
420945,2018,32,166,1,824,327,10,2,516,0,0,42,87
420945,2019,23,49,15,132,18,8,9,1087,0,1,2,81
420945,2020,24,492,19,2190,175,23,6,880,0,0,30,989
420945,2021,38,421,9,1249,857,80,20,1020,0,3,109,528
420945,2022,14,69,7,190,145,7,3,194,0,0,11,22
420950,2015,82,251,54,353,269,36,10,2714,0,4,8,15
420950,2016,110,575,299,1104,540,42,26,3487,0,0,9,2
420950,2017,96,330,226,646,276,14,43,3499,0,0,7,1
420950,2018,61,497,294,985,287,68,62,4072,1,1,23,2
420950,2019,141,654,314,1025,359,78,56,4754,2,5,18,6
420950,2020,52,407,190,819,103,31,77,5489,3,2,123,76
420950,2021,54,524,147,1052,31,37,71,5778,1,1,130,137
420950,2022,9,64,17,96,2,7,4,550,2,0,21,14
420960,2015,70,264,18,739,67,42,6,673,0,0,116,334
420960,2016,75,957,130,2001,242,169,24,3481,0,10,718,998
420960,2017,219,1806,241,3329,351,129,33,7579,0,105,1098,1455
420960,2018,237,1429,175,2892,223,130,25,6044,1,196,1432,3351
420960,2019,129,823,155,2299,121,102,22,3986,4,71,541,1303
420960,2020,94,1236,134,1846,112,64,38,2653,0,16,236,429
420960,2021,108,4243,151,10764,193,67,57,1995,3,23,336,1499
420960,2022,9,1290,18,3457,18,13,2,110,1,1,9,137
420970,2015,17,409,33,1259,347,237,23,1172,1,0,48,119
420970,2016,21,610,68,1750,495,252,25,748,8,3,55,161
420970,2017,32,538,64,2397,196,123,23,1774,6,11,102,140
420970,2018,78,923,124,2841,295,165,56,2940,9,6,278,378
420970,2019,15,719,59,2440,102,50,65,2648,16,23,329,407
420970,2020,55,1215,79,4392,244,147,104,3538,9,31,40,129
420970,2021,75,1065,72,3848,238,85,136,5623,10,10,43,222
420970,2022,17,236,10,307,8,9,8,859,1,0,0,2
420980,2014,13,5,14,14,0,0,1,37,0,0,1,5
420980,2015,39,30,39,97,3,13,6,112,1,0,6,3
420980,2016,37,26,25,99,4,1,9,146,0,4,1,2
420980,2017,53,69,34,174,173,24,12,522,0,2,0,0
420980,2018,60,53,16,76,158,22,12,794,0,0,0,0
420980,2019,32,66,17,134,19,4,2,722,0,0,6,0
420980,2020,36,78,20,189,20,21,15,572,0,0,4,2
420980,2021,69,129,25,436,19,19,23,883,0,2,8,5
420980,2022,13,18,9,47,4,3,2,166,0,0,0,28
420985,2015,1,16,0,52,12,8,2,9,0,0,23,24
420985,2016,3,41,1,182,176,12,1,1389,0,0,252,267
420985,2017,3,34,11,176,83,11,0,661,0,0,113,106
420985,2018,1,28,4,95,62,4,0,456,0,0,10,10
420985,2019,1,92,1,305,36,37,20,869,0,2,0,0
420985,2020,17,124,4,343,113,30,17,664,0,1,19,22
420985,2021,36,315,13,677,136,58,37,1064,0,1,10,1
420985,2022,4,24,2,55,3,4,6,84,0,0,2,1
420990,2015,39,235,35,695,219,76,14,1048,0,0,6,0
420990,2016,244,1019,204,4540,728,89,50,9937,0,0,14,2
420990,2017,152,1011,197,2723,600,305,34,5817,0,0,24,2
420990,2018,68,698,38,2129,411,291,33,3953,0,0,35,11
420990,2019,41,405,31,1496,314,124,27,2097,0,0,34,13
420990,2020,49,285,27,1200,112,82,30,2983,1,1,17,13
420990,2021,51,1063,29,2835,146,379,29,1887,0,0,10,7
420990,2022,8,115,3,344,29,51,3,197,0,0,0,1
421000,2013,0,0,0,0,8,0,0,0,0,0,0,0
421000,2014,22,306,28,1014,460,117,47,1140,0,3,406,540
421000,2015,22,219,13,709,96,76,34,582,3,4,86,282
421000,2016,48,342,32,1329,483,117,26,1332,0,2,59,198
421000,2017,42,354,32,1398,396,99,18,1465,5,3,75,175
421000,2018,59,567,50,1695,1040,103,26,1500,12,115,105,1058
421000,2019,53,825,70,1620,988,266,56,2047,33,135,299,825
421000,2020,48,556,38,1378,454,82,47,1345,17,39,52,434
421000,2021,107,2617,56,8016,760,79,44,4908,11,77,85,1249
421000,2022,8,392,7,1610,66,8,6,459,2,2,30,373
421003,2015,48,289,71,853,73,70,34,1270,4,4,473,893
421003,2016,151,465,111,2174,82,146,41,2770,0,0,457,581
421003,2017,110,324,75,1348,152,60,18,2071,0,3,237,354
421003,2018,141,270,66,1233,89,92,41,3049,1,23,193,422
421003,2019,97,308,51,975,43,63,49,1453,0,23,15,1
421003,2020,36,306,32,630,84,49,49,896,0,0,12,0
421003,2021,70,759,46,2009,218,139,30,1237,0,1,7,4
421003,2022,14,100,2,146,4,3,2,124,0,0,1,0
421005,2014,0,0,0,0,0,0,0,0,0,0,0,1
421005,2015,6,50,6,56,99,10,1,299,0,0,27,4
421005,2016,4,61,7,132,99,33,10,622,0,0,39,4
421005,2017,2,50,1,39,79,11,0,513,0,0,17,0
421005,2018,4,31,10,98,175,17,17,571,3,0,17,0
421005,2019,1,38,6,50,160,3,15,438,0,0,9,0
421005,2020,3,74,6,56,34,11,25,116,0,0,0,0
421005,2021,0,95,7,180,128,8,8,210,0,0,1,0
421005,2022,0,21,0,51,28,3,2,88,0,0,1,0
421010,2015,90,1279,74,3099,127,37,47,1233,0,10,0,0
421010,2016,311,4531,366,8668,347,108,135,6008,4,29,4,0
421010,2017,462,4698,317,12647,1203,469,174,9642,4,10,1020,1229
421010,2018,446,4567,411,13522,1879,751,207,12857,1,22,1772,2473
421010,2019,400,4831,420,11885,1273,1054,178,13898,13,15,1969,2705
421010,2020,385,5087,355,9486,594,395,199,14652,3,7,1346,3325
421010,2021,302,11976,256,26911,954,465,171,11429,0,5,1932,4454
421010,2022,28,3121,37,7457,73,41,16,1229,3,1,146,711
421020,2014,1,6,1,21,1,0,0,25,0,0,0,0
421020,2015,44,141,6,330,49,58,3,606,0,0,8,2
421020,2016,39,124,21,303,26,39,12,828,5,0,1,0
421020,2017,7,107,13,115,17,6,3,208,0,3,2,2
421020,2018,16,56,17,68,22,18,10,125,0,9,0,0
421020,2019,12,87,17,218,83,30,13,237,0,0,1,0
421020,2020,28,153,16,227,30,16,25,404,0,0,4,8
421020,2021,21,285,18,421,182,11,23,570,0,2,6,32
421020,2022,0,41,4,78,18,4,5,98,0,0,1,0
421030,2016,15,12,5,60,1,3,1,529,0,1,0,0
421030,2017,6,6,1,27,1,0,2,1212,0,0,0,0
421030,2018,78,171,64,470,16,17,3,945,1,0,5,1
421030,2019,113,411,146,1542,107,43,53,2320,4,5,1,133
421030,2020,31,263,53,709,51,18,30,2457,0,3,0,49
421030,2021,57,366,51,1082,121,11,28,1496,1,20,3,119
421030,2022,9,54,9,123,14,0,6,109,0,0,0,8
421040,2016,16,72,4,214,11,10,0,177,0,0,0,0
421040,2017,79,104,30,677,22,2,3,548,1,3,1,456
421040,2018,137,355,41,1123,22,12,8,865,0,21,1,686
421040,2019,61,131,18,433,13,15,8,1354,0,10,0,977
421040,2020,30,425,17,1097,5,73,9,522,1,7,5,283
421040,2021,23,855,21,2454,20,86,3,373,1,4,17,405
421040,2022,1,236,0,659,0,5,0,61,0,0,0,6
421050,2015,2,21,3,35,7,0,1,20,0,0,1,5
421050,2016,524,961,248,4095,891,210,173,2533,24,10,477,529
421050,2017,469,1195,387,4803,519,222,141,2346,22,22,447,517
421050,2018,563,1335,516,5055,884,162,67,2419,7,4,1140,458
421050,2019,245,851,573,1864,923,50,33,1510,16,15,92,171
421050,2020,166,813,133,1410,679,53,21,1815,2,8,6,1
421050,2021,238,1978,163,5382,699,60,51,2074,13,2,5,126
421050,2022,24,220,24,486,56,7,3,256,3,0,0,6
421055,2015,0,0,0,1,0,0,0,0,0,0,0,0
421055,2016,0,49,0,40,53,1,9,35,0,0,0,0
421055,2017,1,114,5,421,21,13,31,504,0,0,0,0
421055,2018,1,35,1,38,38,2,13,353,0,1,0,0
421055,2019,1,16,0,14,31,5,13,395,0,0,0,0
421055,2020,4,59,3,11,22,13,10,178,0,0,6,65
421055,2021,12,321,23,198,142,36,36,552,1,0,288,387
421055,2022,0,17,1,18,10,2,6,41,0,0,23,36
421060,2015,3,144,7,543,3,35,9,285,0,10,0,0
421060,2016,20,808,33,3107,44,429,69,2194,2,2,0,0
421060,2017,106,820,99,3046,512,279,75,2595,0,7,506,635
421060,2018,42,892,86,2247,874,361,84,3064,0,16,817,953
421060,2019,35,784,69,2190,848,265,64,3882,2,13,1054,1102
421060,2020,50,668,76,2002,550,111,41,4270,0,12,518,676
421060,2021,48,923,87,2398,765,211,62,5459,1,24,856,1850
421060,2022,5,94,4,260,68,16,6,523,0,0,103,379
421070,2015,0,1,0,0,0,0,0,3,0,0,0,0
421070,2016,37,183,11,422,9,36,7,538,0,0,0,54
421070,2017,25,159,13,421,31,30,14,208,2,1,3,62
421070,2018,30,183,32,301,12,22,9,152,0,0,6,40
421070,2019,17,95,11,165,12,20,14,122,0,0,3,0
421070,2020,6,104,39,200,14,30,16,117,0,0,0,7
421070,2021,17,355,107,484,124,90,22,275,0,0,3,2
421070,2022,2,17,6,16,1,2,1,20,0,0,0,0
421080,2016,164,184,15,393,137,69,15,2797,0,6,37,21
421080,2017,152,400,78,1298,368,47,9,1200,0,2,373,448
421080,2018,197,445,87,1251,399,20,8,1418,0,12,201,279
421080,2019,196,589,106,1510,525,48,18,1369,0,24,187,462
421080,2020,127,498,92,1013,178,42,26,1224,0,22,216,298
421080,2021,148,864,121,1573,660,73,40,1212,0,0,452,943
421080,2022,7,79,17,146,41,5,1,131,0,1,12,66
421085,2017,0,1,0,0,0,0,0,264,0,0,0,0
421085,2018,103,104,8,129,16,0,1,1013,0,0,33,0
421085,2019,51,31,7,51,1,3,3,320,0,0,9,0
421085,2020,5,116,2,237,117,7,11,880,0,0,0,72
421085,2021,14,371,14,653,13,8,6,1077,0,0,11,227
421085,2022,0,20,1,72,0,0,0,98,0,0,0,59
421090,2016,134,583,37,1159,107,82,30,1477,31,6,437,1149
421090,2017,159,803,39,1448,120,6,8,2649,10,0,457,770
421090,2018,105,602,26,914,362,12,20,2432,4,0,284,367
421090,2019,58,838,43,857,352,21,28,1992,9,0,444,553
421090,2020,78,1107,39,2006,352,24,41,2524,18,1,21,88
421090,2021,31,693,18,824,359,8,67,1487,0,2,8,49
421090,2022,1,43,0,61,39,1,5,186,0,1,1,10
421100,2015,29,495,50,3023,497,22,18,1547,0,0,18,38
421100,2016,24,606,58,3636,84,14,21,2495,8,4,77,257
421100,2017,644,437,209,1662,96,18,27,2540,5,9,25,207
421100,2018,603,580,191,2308,246,40,12,2956,0,2,29,280
421100,2019,609,437,118,1403,186,28,16,2464,0,0,7,18
421100,2020,547,852,69,918,136,25,19,1908,9,0,10,11
421100,2021,422,919,68,1450,137,146,9,2066,1,2,1,4
421100,2022,66,47,5,140,24,10,3,319,0,1,0,0
421105,2015,18,259,31,1142,167,43,16,293,0,2,15,52
421105,2016,50,500,71,2234,131,127,19,791,0,0,64,221
421105,2017,45,822,66,2002,109,84,39,1134,2,0,196,127
421105,2018,23,1476,108,2050,919,97,48,815,17,3,78,92
421105,2019,52,328,36,1273,24,56,32,552,0,0,175,16
421105,2020,21,230,47,376,35,13,10,261,1,1,10,15
421105,2021,24,572,31,672,53,39,30,550,0,0,35,68
421105,2022,0,44,3,72,5,6,3,46,0,0,9,8
421110,2015,60,149,16,616,21,101,9,217,0,2,31,254
421110,2016,56,158,29,471,16,8,6,368,1,1,15,573
421110,2017,71,430,44,1451,100,6,26,836,2,3,15,248
421110,2018,78,218,18,597,40,7,19,322,0,4,66,203
421110,2019,187,370,44,1169,52,12,24,563,0,1,78,234
421110,2020,51,353,24,888,47,1,26,469,0,1,10,474
